,person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
286,22.0,male,106694.0,0,RENT,25000.0,DEBTCONSOLIDATION,15.58,0.23,667,No,1
287,25.0,male,90718.0,4,RENT,25000.0,MEDICAL,10.99,0.28,692,No,1
288,25.0,male,106668.0,1,RENT,25000.0,VENTURE,14.96,0.23,562,No,1
289,25.0,male,19158.0,4,OWN,1750.0,HOMEIMPROVEMENT,15.31,0.09,625,Yes,0
290,26.0,male,106419.0,5,RENT,25000.0,VENTURE,15.65,0.23,649,No,1
291,25.0,female,120696.0,3,RENT,25000.0,VENTURE,9.33,0.21,545,Yes,0
292,23.0,male,19065.0,3,MORTGAGE,3600.0,PERSONAL,13.47,0.19,540,No,1
293,24.0,female,124083.0,0,RENT,25000.0,PERSONAL,10.36,0.2,637,Yes,0
294,24.0,male,111673.0,4,RENT,25000.0,HOMEIMPROVEMENT,16.77,0.22,600,No,1
295,23.0,male,112633.0,1,RENT,25000.0,DEBTCONSOLIDATION,14.59,0.22,633,No,1
296,22.0,male,210938.0,0,RENT,3500.0,VENTURE,11.91,0.02,588,No,0
297,23.0,female,210720.0,2,MORTGAGE,7200.0,EDUCATION,8.38,0.03,624,Yes,0
298,25.0,male,210705.0,7,RENT,9000.0,VENTURE,10.59,0.04,525,Yes,0
299,25.0,male,209997.0,3,MORTGAGE,8800.0,DEBTCONSOLIDATION,14.27,0.04,616,Yes,0
300,26.0,female,209873.0,3,RENT,12000.0,DEBTCONSOLIDATION,12.53,0.06,675,No,0
301,25.0,female,195268.0,1,MORTGAGE,25000.0,DEBTCONSOLIDATION,16.0,0.13,662,No,1
302,26.0,male,209393.0,2,MORTGAGE,10000.0,VENTURE,11.71,0.05,585,Yes,0
303,21.0,male,18773.0,0,OWN,3175.0,HOMEIMPROVEMENT,11.54,0.17,686,No,1
304,25.0,female,116439.0,2,RENT,25000.0,HOMEIMPROVEMENT,15.68,0.21,595,No,1
305,21.0,female,19169.0,2,MORTGAGE,1500.0,EDUCATION,10.59,0.08,537,Yes,0
306,24.0,female,118417.0,0,RENT,25000.0,HOMEIMPROVEMENT,12.61,0.21,625,No,1
307,26.0,female,133476.0,0,RENT,25000.0,PERSONAL,11.01,0.19,641,Yes,0
308,23.0,female,19312.0,4,MORTGAGE,2800.0,PERSONAL,8.49,0.14,661,No,1
309,25.0,male,192351.0,1,RENT,30000.0,PERSONAL,17.27,0.16,577,No,1
310,24.0,male,206648.0,4,RENT,18000.0,DEBTCONSOLIDATION,8.9,0.09,537,Yes,0
311,25.0,female,205046.0,6,MORTGAGE,10000.0,MEDICAL,11.11,0.05,646,Yes,0
312,24.0,male,190735.0,1,RENT,25000.0,HOMEIMPROVEMENT,14.59,0.13,653,No,1
313,26.0,female,204872.0,3,RENT,13000.0,VENTURE,12.42,0.06,654,No,0
314,24.0,male,100758.0,0,RENT,25000.0,MEDICAL,11.01,0.25,635,No,1
315,24.0,female,133231.0,3,RENT,25000.0,HOMEIMPROVEMENT,15.7,0.19,675,Yes,0
316,22.0,female,18923.0,0,OWN,2500.0,HOMEIMPROVEMENT,12.53,0.13,618,No,1
317,25.0,female,161894.0,0,RENT,5000.0,MEDICAL,16.49,0.03,609,No,1
318,25.0,female,205144.0,0,MORTGAGE,20000.0,EDUCATION,7.49,0.1,545,Yes,0
319,22.0,female,121617.0,2,RENT,25000.0,DEBTCONSOLIDATION,14.96,0.21,629,No,1
320,25.0,male,136206.0,6,RENT,25000.0,MEDICAL,12.73,0.18,539,No,0
321,24.0,male,144915.0,4,RENT,25000.0,EDUCATION,10.65,0.17,593,Yes,0
322,25.0,female,145233.0,3,RENT,25000.0,MEDICAL,10.74,0.17,683,No,0
323,23.0,male,145002.0,1,RENT,25000.0,EDUCATION,9.99,0.17,670,Yes,0
324,24.0,male,110953.0,0,RENT,25000.0,MEDICAL,15.33,0.23,662,No,1
325,21.0,female,19414.0,2,OWN,1000.0,VENTURE,7.29,0.05,681,Yes,0
326,26.0,male,130096.0,1,RENT,25000.0,PERSONAL,15.05,0.19,636,No,1
327,26.0,male,157292.0,0,RENT,25000.0,PERSONAL,10.75,0.16,677,Yes,0
328,23.0,female,156995.0,3,RENT,25000.0,EDUCATION,16.02,0.16,656,Yes,0
329,23.0,female,156952.0,0,RENT,25000.0,VENTURE,11.49,0.16,674,Yes,0
330,25.0,female,205005.0,6,OWN,20000.0,EDUCATION,12.53,0.1,587,No,0
331,26.0,female,205060.0,2,MORTGAGE,12000.0,VENTURE,13.57,0.06,658,No,0
332,22.0,male,203782.0,4,RENT,14000.0,PERSONAL,11.14,0.07,581,Yes,0
333,26.0,male,203368.0,3,RENT,24250.0,MEDICAL,12.87,0.12,606,Yes,0
334,23.0,female,203403.0,0,RENT,20000.0,EDUCATION,11.58,0.1,648,No,0
335,24.0,female,202715.0,3,RENT,1800.0,HOMEIMPROVEMENT,11.12,0.01,563,Yes,0
336,25.0,female,202525.0,1,MORTGAGE,35000.0,PERSONAL,10.65,0.17,589,Yes,0
337,24.0,male,161487.0,1,RENT,25000.0,DEBTCONSOLIDATION,10.37,0.15,641,No,0
338,24.0,male,19677.0,3,OWN,3300.0,HOMEIMPROVEMENT,6.39,0.17,637,No,1
339,24.0,male,161952.0,2,RENT,25000.0,PERSONAL,16.07,0.15,578,Yes,0
340,25.0,female,161560.0,0,RENT,25000.0,MEDICAL,10.62,0.15,660,Yes,0
341,25.0,male,19423.0,3,OWN,3200.0,VENTURE,18.09,0.16,586,No,1
342,25.0,male,163134.0,5,RENT,25000.0,EDUCATION,11.36,0.15,567,Yes,0
343,26.0,female,163683.0,5,RENT,25000.0,DEBTCONSOLIDATION,12.53,0.15,582,Yes,0
344,25.0,female,174972.0,3,RENT,25000.0,EDUCATION,9.99,0.14,712,Yes,0
345,23.0,male,181016.0,4,RENT,25000.0,EDUCATION,10.36,0.14,674,No,0
346,23.0,female,198920.0,0,MORTGAGE,9600.0,EDUCATION,5.99,0.05,532,Yes,0
347,22.0,female,184800.0,1,MORTGAGE,24000.0,DEBTCONSOLIDATION,15.62,0.13,670,No,1
348,24.0,male,198862.0,6,MORTGAGE,20000.0,PERSONAL,10.37,0.1,658,No,0
349,25.0,male,199407.0,0,MORTGAGE,25000.0,HOMEIMPROVEMENT,19.74,0.13,669,No,0
350,21.0,male,198803.0,0,MORTGAGE,20000.0,EDUCATION,6.91,0.1,681,Yes,0
351,23.0,male,20044.0,3,OWN,6000.0,MEDICAL,7.9,0.3,618,No,1
352,23.0,female,20401.0,4,MORTGAGE,2275.0,DEBTCONSOLIDATION,13.06,0.11,573,Yes,0
353,23.0,female,19859.0,0,OWN,2000.0,PERSONAL,6.39,0.1,491,Yes,0
354,23.0,male,178660.0,2,RENT,25000.0,DEBTCONSOLIDATION,14.93,0.14,590,No,1
355,23.0,female,20421.0,0,MORTGAGE,5600.0,MEDICAL,12.84,0.27,587,No,1
356,24.0,male,20353.0,2,OWN,3625.0,VENTURE,17.14,0.18,648,No,1
357,22.0,male,20297.0,0,MORTGAGE,5500.0,VENTURE,7.14,0.27,687,No,1
358,25.0,male,210932.0,0,RENT,25000.0,PERSONAL,8.9,0.12,621,No,0
359,22.0,female,20405.0,0,OWN,2000.0,PERSONAL,12.42,0.1,590,Yes,0
360,24.0,male,223194.0,0,RENT,25000.0,HOMEIMPROVEMENT,12.68,0.11,676,Yes,0
361,25.0,female,195560.0,0,RENT,25000.0,PERSONAL,11.03,0.13,677,Yes,0
362,26.0,male,194140.0,6,RENT,30000.0,VENTURE,7.9,0.15,651,Yes,0
363,22.0,male,193337.0,0,MORTGAGE,35000.0,MEDICAL,10.65,0.18,602,Yes,0
364,25.0,male,270992.0,2,RENT,25000.0,VENTURE,11.86,0.09,652,No,0
365,25.0,male,20221.0,5,OWN,5000.0,PERSONAL,8.94,0.25,572,No,1
366,23.0,male,20678.0,0,OWN,4375.0,VENTURE,9.63,0.21,528,No,1
367,25.0,female,60742.0,3,RENT,24750.0,PERSONAL,14.22,0.41,638,No,1
368,23.0,female,72805.0,2,RENT,24750.0,DEBTCONSOLIDATION,9.33,0.34,655,No,1
369,24.0,male,102011.0,3,RENT,24500.0,MEDICAL,13.85,0.24,627,Yes,0
370,22.0,male,20896.0,0,MORTGAGE,2000.0,EDUCATION,10.65,0.1,596,No,0
371,24.0,female,111283.0,0,RENT,24500.0,MEDICAL,11.46,0.22,694,No,0
372,23.0,female,192873.0,0,MORTGAGE,35000.0,PERSONAL,7.66,0.18,684,Yes,0
373,24.0,female,193174.0,0,MORTGAGE,12000.0,VENTURE,16.77,0.06,547,No,0
374,25.0,female,193249.0,0,MORTGAGE,12000.0,PERSONAL,9.63,0.06,586,Yes,0
375,26.0,female,192954.0,5,RENT,25000.0,PERSONAL,12.23,0.13,694,No,0
376,25.0,male,152227.0,2,MORTGAGE,10000.0,MEDICAL,14.09,0.07,639,No,1
377,25.0,female,65399.0,0,RENT,24250.0,PERSONAL,13.98,0.37,663,No,1
378,23.0,female,75928.0,4,RENT,24250.0,EDUCATION,10.62,0.32,528,No,1
379,24.0,male,21627.0,0,MORTGAGE,3900.0,DEBTCONSOLIDATION,11.01,0.18,636,No,1
380,25.0,male,83235.0,3,RENT,24250.0,PERSONAL,17.56,0.29,603,No,1
381,26.0,male,68297.0,3,RENT,24250.0,MEDICAL,14.96,0.36,507,No,1
382,22.0,male,89977.0,3,RENT,24250.0,DEBTCONSOLIDATION,15.65,0.27,692,No,1
383,24.0,female,79510.0,2,RENT,24250.0,MEDICAL,15.7,0.3,604,No,1
384,24.0,female,109050.0,5,RENT,24250.0,VENTURE,12.53,0.22,622,No,0
385,26.0,female,94635.0,2,RENT,24250.0,HOMEIMPROVEMENT,17.56,0.26,643,No,1
386,23.0,male,120966.0,0,RENT,24250.0,PERSONAL,12.87,0.2,565,No,0
387,23.0,male,124437.0,0,RENT,24250.0,PERSONAL,15.7,0.19,718,Yes,0
388,25.0,male,193147.0,3,MORTGAGE,9000.0,EDUCATION,11.01,0.05,625,Yes,0
389,25.0,male,192914.0,0,OWN,15000.0,VENTURE,11.14,0.08,614,Yes,0
390,24.0,female,192806.0,2,MORTGAGE,20000.0,VENTURE,16.0,0.1,690,Yes,0
391,23.0,male,193097.0,0,MORTGAGE,25000.0,EDUCATION,15.65,0.13,564,Yes,0
392,26.0,female,193082.0,5,MORTGAGE,13750.0,DEBTCONSOLIDATION,11.01,0.07,579,Yes,0
393,21.0,female,192841.0,1,MORTGAGE,15250.0,VENTURE,15.31,0.08,648,No,0
394,25.0,male,193300.0,3,MORTGAGE,20000.0,VENTURE,13.47,0.1,531,Yes,0
395,22.0,male,21205.0,0,MORTGAGE,4750.0,HOMEIMPROVEMENT,13.85,0.22,658,No,1
396,25.0,female,135292.0,3,RENT,24250.0,PERSONAL,11.01,0.18,574,No,0
397,21.0,male,21363.0,2,MORTGAGE,6000.0,VENTURE,10.39,0.28,671,No,1
398,25.0,male,139035.0,7,RENT,24250.0,HOMEIMPROVEMENT,11.36,0.17,633,No,0
399,23.0,male,173511.0,0,RENT,24250.0,EDUCATION,11.83,0.14,631,Yes,0
400,23.0,male,345520.0,0,RENT,24250.0,EDUCATION,12.53,0.07,652,Yes,0
401,22.0,female,130762.0,3,RENT,24150.0,HOMEIMPROVEMENT,14.96,0.18,683,No,1
402,22.0,female,52596.0,0,RENT,24000.0,DEBTCONSOLIDATION,13.85,0.46,693,No,1
403,23.0,female,57326.0,2,RENT,24000.0,VENTURE,11.58,0.42,603,No,1
404,24.0,female,58262.0,1,RENT,24000.0,VENTURE,16.29,0.41,522,No,1
405,26.0,female,58620.0,4,RENT,24000.0,MEDICAL,11.01,0.41,664,No,1
406,21.0,female,55113.0,0,RENT,24000.0,EDUCATION,16.29,0.44,645,No,1
407,25.0,male,63361.0,2,RENT,24000.0,PERSONAL,10.74,0.38,592,No,1
408,22.0,female,22107.0,4,MORTGAGE,2250.0,EDUCATION,15.27,0.1,636,Yes,0
409,24.0,female,57356.0,3,RENT,24000.0,PERSONAL,17.8,0.42,672,No,1
410,22.0,female,21790.0,0,MORTGAGE,1000.0,VENTURE,11.36,0.05,686,Yes,0
411,22.0,female,59680.0,0,RENT,24000.0,MEDICAL,17.56,0.4,590,No,1
412,26.0,female,72720.0,2,RENT,24000.0,PERSONAL,7.9,0.33,636,No,1
413,25.0,female,73024.0,5,RENT,24000.0,PERSONAL,10.99,0.33,580,No,1
414,22.0,male,73110.0,0,RENT,24000.0,PERSONAL,7.29,0.33,674,No,1
415,21.0,female,72902.0,0,RENT,24000.0,MEDICAL,10.75,0.33,601,No,1
416,26.0,female,75416.0,4,RENT,24000.0,DEBTCONSOLIDATION,7.9,0.32,620,No,1
417,22.0,male,75959.0,0,RENT,24000.0,EDUCATION,14.84,0.32,642,No,1
418,26.0,male,79222.0,7,RENT,24000.0,DEBTCONSOLIDATION,11.01,0.3,616,No,1
419,22.0,female,21824.0,0,MORTGAGE,4975.0,EDUCATION,11.01,0.23,588,No,1
420,23.0,male,71875.0,1,RENT,24000.0,DEBTCONSOLIDATION,19.69,0.33,585,No,1
421,23.0,male,80313.0,1,RENT,24000.0,VENTURE,11.01,0.3,632,No,1
422,24.0,male,72647.0,5,RENT,24000.0,VENTURE,14.96,0.33,556,No,1
423,25.0,male,80492.0,4,RENT,24000.0,EDUCATION,6.99,0.3,602,No,1
424,22.0,male,75646.0,0,RENT,24000.0,PERSONAL,16.45,0.32,639,No,1
425,24.0,male,85223.0,3,RENT,24000.0,EDUCATION,10.99,0.28,603,No,1
426,23.0,male,89735.0,2,RENT,24000.0,DEBTCONSOLIDATION,10.99,0.27,689,No,1
427,22.0,male,22364.0,4,OWN,3000.0,PERSONAL,7.9,0.13,672,No,1
428,22.0,female,90780.0,2,RENT,24000.0,EDUCATION,12.69,0.26,499,No,1
429,24.0,male,90889.0,1,RENT,24000.0,MEDICAL,10.37,0.26,643,No,1
430,24.0,male,90911.0,2,RENT,24000.0,HOMEIMPROVEMENT,11.01,0.26,589,No,1
431,26.0,male,83953.0,2,RENT,24000.0,DEBTCONSOLIDATION,15.83,0.29,646,No,1
432,23.0,male,94644.0,1,RENT,24000.0,PERSONAL,13.92,0.25,613,No,1
433,22.0,female,22616.0,0,OWN,2000.0,VENTURE,11.49,0.09,567,No,0
434,24.0,female,96989.0,4,RENT,24000.0,MEDICAL,10.25,0.25,603,No,0
435,22.0,female,22867.0,3,OWN,3500.0,HOMEIMPROVEMENT,7.49,0.15,647,No,1
436,23.0,female,22583.0,1,OWN,4000.0,EDUCATION,5.99,0.18,645,No,1
437,23.0,female,90900.0,0,RENT,24000.0,PERSONAL,12.92,0.26,672,No,1
438,26.0,female,107641.0,6,RENT,24000.0,PERSONAL,11.58,0.22,648,No,0
439,25.0,male,114870.0,4,RENT,24000.0,EDUCATION,8.9,0.21,653,No,0
440,22.0,male,100479.0,0,RENT,24000.0,DEBTCONSOLIDATION,19.69,0.24,590,No,1
441,25.0,female,114958.0,2,RENT,24000.0,VENTURE,6.54,0.21,704,Yes,0
442,21.0,female,22882.0,0,OWN,4900.0,HOMEIMPROVEMENT,14.54,0.21,674,No,1
443,21.0,female,22392.0,0,OWN,5000.0,EDUCATION,11.11,0.22,594,No,1
444,26.0,female,120498.0,5,RENT,24000.0,PERSONAL,12.73,0.2,626,No,0
445,24.0,female,132873.0,2,RENT,24000.0,VENTURE,15.62,0.18,701,Yes,0
446,24.0,male,22635.0,3,OWN,6250.0,HOMEIMPROVEMENT,6.54,0.28,602,No,1
447,22.0,female,118299.0,0,RENT,24000.0,DEBTCONSOLIDATION,11.01,0.2,503,No,1
448,26.0,female,125665.0,5,RENT,24000.0,DEBTCONSOLIDATION,20.0,0.19,657,No,1
449,22.0,female,144904.0,0,RENT,24000.0,EDUCATION,9.91,0.17,638,No,0
450,24.0,female,144882.0,2,RENT,24000.0,VENTURE,12.69,0.17,646,Yes,0
451,26.0,male,130649.0,4,RENT,24000.0,EDUCATION,20.0,0.18,678,No,1
452,24.0,male,149622.0,4,RENT,24000.0,PERSONAL,16.49,0.16,684,Yes,0
453,23.0,male,22957.0,1,MORTGAGE,2500.0,MEDICAL,15.95,0.11,594,No,1
454,24.0,male,157225.0,1,RENT,24000.0,DEBTCONSOLIDATION,11.49,0.15,538,Yes,0
455,25.0,female,163004.0,3,RENT,24000.0,PERSONAL,10.99,0.15,662,No,0
456,24.0,male,163035.0,2,RENT,24000.0,HOMEIMPROVEMENT,13.79,0.15,636,Yes,0
457,23.0,male,138731.0,0,RENT,24000.0,MEDICAL,20.0,0.17,613,No,1
458,23.0,female,180804.0,1,RENT,24000.0,EDUCATION,7.49,0.13,573,Yes,0
459,23.0,male,166378.0,0,RENT,24000.0,DEBTCONSOLIDATION,16.0,0.14,714,No,1
460,24.0,male,22684.0,0,OWN,13000.0,PERSONAL,7.88,0.57,640,No,1
461,21.0,male,22366.0,0,OWN,6250.0,VENTURE,10.62,0.28,637,No,1
462,26.0,female,187161.0,7,RENT,24000.0,DEBTCONSOLIDATION,10.99,0.13,633,Yes,0
463,26.0,male,178439.0,0,RENT,24000.0,EDUCATION,18.3,0.13,615,No,1
464,26.0,male,204962.0,2,RENT,24000.0,DEBTCONSOLIDATION,11.01,0.12,552,Yes,0
465,21.0,male,22673.0,0,OWN,2500.0,PERSONAL,11.36,0.11,670,Yes,0
466,24.0,male,53633.0,4,RENT,23975.0,HOMEIMPROVEMENT,11.01,0.45,678,No,1
467,23.0,female,144983.0,2,RENT,23750.0,MEDICAL,13.47,0.16,676,No,0
468,24.0,female,67032.0,2,RENT,23600.0,PERSONAL,11.89,0.35,624,No,1
469,24.0,male,22664.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.18,0.44,649,No,1
470,25.0,male,123299.0,0,RENT,23600.0,DEBTCONSOLIDATION,13.49,0.19,555,Yes,0
471,23.0,female,91275.0,0,RENT,23575.0,PERSONAL,14.5,0.26,613,No,1
472,22.0,male,22564.0,1,OWN,4000.0,MEDICAL,11.01,0.18,684,No,1
473,22.0,male,22786.0,0,OWN,5400.0,MEDICAL,15.31,0.24,647,No,1
474,25.0,male,22450.0,4,MORTGAGE,4000.0,MEDICAL,11.01,0.18,580,No,1
475,21.0,female,22666.0,0,OWN,3375.0,VENTURE,11.01,0.15,630,No,1
476,22.0,male,81701.0,1,RENT,23400.0,VENTURE,7.49,0.29,589,No,1
477,22.0,male,52984.0,0,RENT,23000.0,PERSONAL,11.01,0.43,621,No,1
478,25.0,female,68579.0,1,RENT,23000.0,EDUCATION,11.01,0.34,665,No,1
479,23.0,female,73014.0,0,RENT,23000.0,VENTURE,12.18,0.32,668,No,1
480,24.0,female,22608.0,2,MORTGAGE,1200.0,VENTURE,11.34,0.05,615,Yes,0
481,25.0,female,76932.0,2,RENT,23000.0,EDUCATION,9.91,0.3,604,No,1
482,24.0,male,78955.0,1,RENT,23000.0,HOMEIMPROVEMENT,11.99,0.29,620,No,1
483,23.0,male,82567.0,0,RENT,23000.0,EDUCATION,9.62,0.28,558,No,1
484,22.0,male,22466.0,0,OWN,3000.0,DEBTCONSOLIDATION,9.96,0.13,603,No,1
485,25.0,male,97251.0,2,RENT,23000.0,VENTURE,11.01,0.24,683,Yes,0
486,24.0,male,106607.0,1,RENT,23000.0,VENTURE,14.54,0.22,641,No,1
487,22.0,male,71385.0,0,RENT,22750.0,MEDICAL,11.36,0.32,521,No,1
488,23.0,female,84865.0,3,RENT,22500.0,DEBTCONSOLIDATION,14.27,0.27,655,No,1
489,24.0,male,22789.0,1,OWN,3000.0,HOMEIMPROVEMENT,11.99,0.13,663,No,1
490,26.0,female,84801.0,4,RENT,22500.0,EDUCATION,18.99,0.27,605,No,1
491,24.0,male,88421.0,4,RENT,22400.0,VENTURE,16.7,0.25,708,No,1
492,24.0,male,23071.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.22,571,No,1
493,23.0,male,43042.0,1,RENT,22250.0,DEBTCONSOLIDATION,12.69,0.52,678,No,1
494,25.0,female,53119.0,1,RENT,22000.0,HOMEIMPROVEMENT,13.11,0.41,597,No,1
495,25.0,male,63311.0,1,RENT,22000.0,PERSONAL,10.74,0.35,689,No,1
496,21.0,male,23597.0,0,MORTGAGE,4200.0,PERSONAL,14.11,0.18,675,No,1
497,22.0,female,69308.0,1,RENT,22000.0,EDUCATION,9.63,0.32,591,No,1
498,25.0,female,70598.0,5,RENT,22000.0,MEDICAL,14.65,0.31,616,No,1
499,23.0,female,73044.0,0,RENT,22000.0,DEBTCONSOLIDATION,10.25,0.3,640,No,1
500,24.0,male,73043.0,0,RENT,22000.0,VENTURE,14.26,0.3,593,No,1
501,25.0,female,23627.0,4,MORTGAGE,3000.0,EDUCATION,9.91,0.13,649,No,1
502,26.0,male,68198.0,4,RENT,22000.0,MEDICAL,17.19,0.32,645,No,1
503,22.0,female,85089.0,0,RENT,22000.0,EDUCATION,11.36,0.26,537,No,1
504,22.0,female,80358.0,0,RENT,22000.0,EDUCATION,11.01,0.27,635,No,1
505,23.0,female,90025.0,0,RENT,22000.0,DEBTCONSOLIDATION,10.59,0.24,640,Yes,0
506,24.0,female,93232.0,2,RENT,22000.0,EDUCATION,9.25,0.24,625,No,0
507,22.0,female,23497.0,0,OWN,3625.0,MEDICAL,8.49,0.15,557,No,1
508,26.0,male,93314.0,8,RENT,22000.0,VENTURE,6.54,0.24,643,No,0
509,21.0,female,23543.0,0,OWN,6000.0,MEDICAL,8.49,0.25,631,No,1
510,24.0,male,97038.0,0,RENT,22000.0,MEDICAL,11.01,0.23,653,Yes,0
511,26.0,female,100246.0,1,RENT,22000.0,VENTURE,12.69,0.22,623,Yes,0
512,24.0,female,23667.0,3,OWN,7400.0,MEDICAL,13.85,0.31,662,No,1
513,25.0,male,23719.0,2,OWN,4000.0,DEBTCONSOLIDATION,7.4,0.17,667,No,1
514,23.0,male,101575.0,1,RENT,22000.0,DEBTCONSOLIDATION,11.71,0.22,586,No,0
515,25.0,female,94168.0,3,RENT,22000.0,PERSONAL,11.48,0.23,719,No,1
516,25.0,male,99394.0,1,RENT,22000.0,EDUCATION,17.51,0.22,646,No,1
517,21.0,male,23504.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,14.61,0.15,646,No,1
518,23.0,male,120500.0,3,RENT,22000.0,DEBTCONSOLIDATION,7.88,0.18,646,No,0
519,23.0,female,133195.0,1,RENT,22000.0,PERSONAL,11.01,0.17,643,Yes,0
520,22.0,male,24148.0,1,MORTGAGE,4950.0,PERSONAL,11.71,0.2,594,No,1
521,25.0,male,69353.0,1,RENT,21700.0,PERSONAL,11.99,0.31,664,No,1
522,24.0,male,65946.0,0,RENT,21600.0,VENTURE,13.49,0.33,605,No,1
523,23.0,female,68677.0,0,RENT,21600.0,MEDICAL,20.0,0.31,646,No,1
524,26.0,female,76687.0,3,RENT,21600.0,DEBTCONSOLIDATION,14.35,0.28,655,No,1
525,22.0,female,99087.0,0,RENT,21600.0,PERSONAL,13.61,0.22,597,No,0
526,22.0,male,94523.0,0,RENT,21600.0,DEBTCONSOLIDATION,11.26,0.23,679,No,1
527,22.0,female,24092.0,0,OWN,2400.0,VENTURE,10.59,0.1,654,No,0
528,24.0,female,135365.0,1,RENT,21600.0,MEDICAL,7.9,0.16,556,No,0
529,24.0,male,24420.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,5.99,0.29,694,No,1
530,25.0,male,23948.0,3,OWN,3000.0,EDUCATION,11.99,0.13,587,No,1
531,24.0,female,71718.0,2,RENT,21500.0,MEDICAL,16.89,0.3,620,No,1
532,24.0,female,84999.0,0,RENT,21500.0,HOMEIMPROVEMENT,9.99,0.25,701,No,1
533,24.0,female,140396.0,4,RENT,21500.0,EDUCATION,15.33,0.15,572,Yes,0
534,25.0,male,73404.0,4,RENT,21450.0,EDUCATION,7.29,0.29,671,No,1
535,22.0,male,38473.0,0,RENT,21250.0,DEBTCONSOLIDATION,12.42,0.55,599,No,1
536,25.0,male,57546.0,3,RENT,21250.0,VENTURE,10.99,0.37,610,No,1
537,25.0,male,62422.0,4,RENT,21250.0,VENTURE,6.91,0.34,588,No,1
538,22.0,male,23993.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.17,0.21,691,No,1
539,22.0,male,64732.0,0,RENT,21250.0,MEDICAL,10.25,0.33,645,No,1
540,26.0,male,23955.0,2,OWN,9250.0,EDUCATION,11.01,0.39,618,No,1
541,24.0,male,68154.0,2,RENT,21250.0,VENTURE,15.95,0.31,672,No,1
542,24.0,female,79138.0,2,RENT,21250.0,EDUCATION,15.95,0.27,650,No,1
543,21.0,male,42536.0,0,RENT,21000.0,VENTURE,12.53,0.49,687,No,1
544,22.0,male,23888.0,0,MORTGAGE,1400.0,HOMEIMPROVEMENT,14.91,0.06,535,No,1
545,23.0,male,24013.0,0,MORTGAGE,3000.0,MEDICAL,11.01,0.12,604,No,1
546,26.0,female,48929.0,6,RENT,21000.0,MEDICAL,6.54,0.43,601,No,1
547,25.0,female,24121.0,1,OWN,1000.0,VENTURE,11.01,0.04,612,Yes,0
548,26.0,male,51379.0,5,RENT,21000.0,MEDICAL,17.26,0.41,666,No,1
549,23.0,male,76364.0,0,RENT,21000.0,MEDICAL,11.36,0.27,645,No,1
550,26.0,male,24297.0,3,MORTGAGE,4000.0,VENTURE,7.51,0.16,678,No,1
551,22.0,female,71599.0,0,RENT,21000.0,PERSONAL,10.71,0.29,644,No,1
552,22.0,male,85496.0,1,RENT,21000.0,PERSONAL,13.98,0.25,614,Yes,0
553,26.0,female,79163.0,3,RENT,21000.0,DEBTCONSOLIDATION,14.09,0.27,627,No,1
554,22.0,male,90944.0,0,RENT,21000.0,EDUCATION,10.0,0.23,523,Yes,0
555,22.0,female,23973.0,0,MORTGAGE,5000.0,MEDICAL,15.33,0.21,571,No,1
556,25.0,female,75181.0,4,RENT,21000.0,MEDICAL,16.32,0.28,546,No,1
557,24.0,female,95767.0,2,RENT,21000.0,HOMEIMPROVEMENT,7.9,0.22,640,No,0
558,23.0,female,96788.0,1,RENT,21000.0,MEDICAL,11.99,0.22,648,Yes,0
559,24.0,male,101708.0,2,RENT,21000.0,MEDICAL,10.75,0.21,593,No,0
560,26.0,male,103023.0,4,RENT,21000.0,HOMEIMPROVEMENT,13.92,0.2,658,Yes,0
561,22.0,male,113027.0,2,RENT,21000.0,EDUCATION,9.91,0.19,701,No,0
562,26.0,female,98366.0,4,RENT,21000.0,EDUCATION,16.95,0.21,702,No,1
563,26.0,male,117668.0,0,RENT,21000.0,EDUCATION,7.9,0.18,711,Yes,0
564,26.0,male,117297.0,4,RENT,21000.0,EDUCATION,11.01,0.18,570,Yes,0
565,25.0,female,120885.0,4,RENT,21000.0,PERSONAL,16.49,0.17,637,No,1
566,26.0,female,24183.0,5,OTHER,7500.0,PERSONAL,11.97,0.31,621,No,1
567,21.0,male,23664.0,1,MORTGAGE,6250.0,DEBTCONSOLIDATION,6.17,0.26,637,No,1
568,26.0,male,150692.0,7,RENT,21000.0,HOMEIMPROVEMENT,8.9,0.14,534,No,0
569,25.0,female,151100.0,2,RENT,21000.0,EDUCATION,12.99,0.14,577,Yes,0
570,23.0,male,99197.0,1,RENT,20900.0,PERSONAL,12.69,0.21,638,No,0
571,21.0,female,24468.0,0,MORTGAGE,15000.0,EDUCATION,9.64,0.61,548,No,1
572,26.0,female,61015.0,2,RENT,20500.0,VENTURE,7.49,0.34,676,No,1
573,23.0,male,84845.0,0,RENT,20500.0,EDUCATION,13.16,0.24,641,No,0
574,22.0,female,24872.0,0,OWN,2100.0,EDUCATION,8.38,0.08,630,Yes,0
575,123.0,female,97140.0,101,RENT,20400.0,EDUCATION,10.25,0.21,805,Yes,0
